1,01000,Alor Redeh,Kangar,PLS,0,4/6/2020 8:27,4/6/2020 8:27
2,01000,Alor Tok Terang,Kangar,PLS,0,4/6/2020 8:27,4/6/2020 8:27
3,01000,Bohor Gelam,Kangar,PLS,0,4/6/2020 8:27,4/6/2020 8:27
4,01000,Jalan Abi Tok Hashim,Kangar,PLS,0,4/6/2020 8:27,4/6/2020 8:27
5,01000,Jalan Alor Sena,Kangar,PLS,0,4/6/2020 8:27,4/6/2020 8:27
6,01000,Jalan Arau,Kangar,PLS,0,4/6/2020 8:27,4/6/2020 8:27
7,01000,Jalan Besar Kangar,Kangar,PLS,0,4/6/2020 8:27,4/6/2020 8:27
8,01000,Jalan Bohor Guncar,Kangar,PLS,0,4/6/2020 8:27,4/6/2020 8:27
9,01000,Jalan Bukit Meranti,Kangar,PLS,0,4/6/2020 8:27,4/6/2020 8:27
10,01000,Jalan Home Guard,Kangar,PLS,0,4/6/2020 8:27,4/6/2020 8:27
11,01000,Jalan Hospital,Kangar,PLS,0,4/6/2020 8:27,4/6/2020 8:27
12,01000,Jalan Jubli Perak,Kangar,PLS,0,4/6/2020 8:27,4/6/2020 8:27
13,01000,Jalan Kaki Bukit (Batu 4 1/2),Kangar,PLS,0,4/6/2020 8:27,4/6/2020 8:27
14,01000,Jalan Kampung Wan Abdullah,Kangar,PLS,0,4/6/2020 8:27,4/6/2020 8:27
15,01000,Jalan Kangar,Kangar,PLS,0,4/6/2020 8:27,4/6/2020 8:27
16,01000,Jalan Kurung Batang,Kangar,PLS,0,4/6/2020 8:27,4/6/2020 8:27
17,01000,Jalan Masjid Lama,Kangar,PLS,0,4/6/2020 8:27,4/6/2020 8:27
18,01000,Jalan Medan Kangar,Kangar,PLS,0,4/6/2020 8:27,4/6/2020 8:27
19,01000,Jalan Padang Bohor,Kangar,PLS,0,4/6/2020 8:27,4/6/2020 8:27
20,01000,Jalan Panglima,Kangar,PLS,0,4/6/2020 8:27,4/6/2020 8:27
21,01000,Jalan Pegawai,Kangar,PLS,0,4/6/2020 8:27,4/6/2020 8:27
22,01000,Jalan Penjara,Kangar,PLS,0,4/6/2020 8:27,4/6/2020 8:27
23,01000,Jalan Raja Muda,Kangar,PLS,0,4/6/2020 8:27,4/6/2020 8:27
24,01000,Jalan Raja Syed Alwi,Kangar,PLS,0,4/6/2020 8:27,4/6/2020 8:27
25,01000,Jalan Raja Syed Saffi,Kangar,PLS,0,4/6/2020 8:27,4/6/2020 8:27
26,01000,Jalan Santan (Km 5),Kangar,PLS,0,4/6/2020 8:27,4/6/2020 8:27
27,01000,Jalan Seruling,Kangar,PLS,0,4/6/2020 8:27,4/6/2020 8:27
28,01000,Jalan Syed Omar,Kangar,PLS,0,4/6/2020 8:27,4/6/2020 8:27
29,01000,Jalan Taman Bunga Padi,Kangar,PLS,0,4/6/2020 8:27,4/6/2020 8:27
30,01000,Jalan Teluk Kacang,Kangar,PLS,0,4/6/2020 8:27,4/6/2020 8:27
31,01000,Jalan Tok Kandang,Kangar,PLS,0,4/6/2020 8:27,4/6/2020 8:27
32,01000,Jalan Tun Razak,Kangar,PLS,0,4/6/2020 8:27,4/6/2020 8:27
33,01000,Jejawi,Kangar,PLS,0,4/6/2020 8:27,4/6/2020 8:27
34,01000,Kampung Abi Batas Paip,Kangar,PLS,0,4/6/2020 8:27,4/6/2020 8:27
35,01000,Kampung Abi Padang Machang,Kangar,PLS,0,4/6/2020 8:27,4/6/2020 8:27
36,01000,Kampung Abi Pokok Asam,Kangar,PLS,0,4/6/2020 8:27,4/6/2020 8:27
37,01000,Kampung Abi Tok Hashim,Kangar,PLS,0,4/6/2020 8:27,4/6/2020 8:27
38,01000,Kampung Alor Ara,Kangar,PLS,0,4/6/2020 8:27,4/6/2020 8:27
39,01000,Kampung Alor Dalam,Kangar,PLS,0,4/6/2020 8:27,4/6/2020 8:27
40,01000,Kampung Alor Kabong,Kangar,PLS,0,4/6/2020 8:27,4/6/2020 8:27
41,01000,Kampung Alor Lanchang,Kangar,PLS,0,4/6/2020 8:27,4/6/2020 8:27
42,01000,Kampung Alor Marus,Kangar,PLS,0,4/6/2020 8:27,4/6/2020 8:27
43,01000,Kampung Alor Pulai,Kangar,PLS,0,4/6/2020 8:27,4/6/2020 8:27
44,01000,Kampung Alor Redeh,Kangar,PLS,0,4/6/2020 8:27,4/6/2020 8:27
45,01000,Kampung Alor Sena,Kangar,PLS,0,4/6/2020 8:27,4/6/2020 8:27
46,01000,Kampung Alor,Kangar,PLS,0,4/6/2020 8:27,4/6/2020 8:27
47,01000,Kampung Aman,Kangar,PLS,0,4/6/2020 8:27,4/6/2020 8:27
48,01000,Kampung Asam 6,Kangar,PLS,0,4/6/2020 8:27,4/6/2020 8:27
49,01000,Kampung Aur,Kangar,PLS,0,4/6/2020 8:27,4/6/2020 8:27
50,01000,Kampung Bakau,Kangar,PLS,0,4/6/2020 8:27,4/6/2020 8:27
51,01000,Kampung Bakong (Jejawi),Kangar,PLS,0,4/6/2020 8:27,4/6/2020 8:27
52,01000,Kampung Baroh,Kangar,PLS,0,4/6/2020 8:27,4/6/2020 8:27
53,01000,Kampung Baru Santan,Kangar,PLS,0,4/6/2020 8:27,4/6/2020 8:27
54,01000,Kampung Baru,Kangar,PLS,0,4/6/2020 8:27,4/6/2020 8:27
55,01000,Kampung Batu 3.5 (Jalan Kaki Bukit),Kangar,PLS,0,4/6/2020 8:27,4/6/2020 8:27
56,01000,Kampung Batu Pahat,Kangar,PLS,0,4/6/2020 8:27,4/6/2020 8:27
57,01000,Kampung Behor Cicar,Kangar,PLS,0,4/6/2020 8:27,4/6/2020 8:27
58,01000,Kampung Behor Empiang,Kangar,PLS,0,4/6/2020 8:27,4/6/2020 8:27
59,01000,Kampung Behor Inai,Kangar,PLS,0,4/6/2020 8:27,4/6/2020 8:27
60,01000,Kampung Behor Janggus,Kangar,PLS,0,4/6/2020 8:27,4/6/2020 8:27
61,01000,Kampung Behor Kebal,Kangar,PLS,0,4/6/2020 8:27,4/6/2020 8:27
62,01000,Kampung Behor Pulai,Kangar,PLS,0,4/6/2020 8:27,4/6/2020 8:27
63,01000,Kampung Behor Temak,Kangar,PLS,0,4/6/2020 8:27,4/6/2020 8:27
64,01000,Kampung Belangga Pudak,Kangar,PLS,0,4/6/2020 8:27,4/6/2020 8:27
65,01000,Kampung Belat Santan,Kangar,PLS,0,4/6/2020 8:27,4/6/2020 8:27
66,01000,Kampung Belukar (Kangar),Kangar,PLS,0,4/6/2020 8:27,4/6/2020 8:27
67,01000,Kampung Bendang Baru,Kangar,PLS,0,4/6/2020 8:27,4/6/2020 8:27
68,01000,Kampung Binjal,Kangar,PLS,0,4/6/2020 8:27,4/6/2020 8:27
69,01000,Kampung Bintong,Kangar,PLS,0,4/6/2020 8:27,4/6/2020 8:27
70,01000,Kampung Bohor Chichar,Kangar,PLS,0,4/6/2020 8:27,4/6/2020 8:27
71,01000,Kampung Bohor Gandil,Kangar,PLS,0,4/6/2020 8:27,4/6/2020 8:27
72,01000,Kampung Bohor Gelam,Kangar,PLS,0,4/6/2020 8:27,4/6/2020 8:27
73,01000,Kampung Bohor Goncar,Kangar,PLS,0,4/6/2020 8:27,4/6/2020 8:27
74,01000,Kampung Bohor Inai,Kangar,PLS,0,4/6/2020 8:27,4/6/2020 8:27
75,01000,Kampung Bohor Temak,Kangar,PLS,0,4/6/2020 8:27,4/6/2020 8:27
76,01000,Kampung Bukit Besi Hangit,Kangar,PLS,0,4/6/2020 8:27,4/6/2020 8:27
77,01000,Kampung Bukit Kecil,Kangar,PLS,0,4/6/2020 8:27,4/6/2020 8:27
78,01000,Kampung Bunga Pudak,Kangar,PLS,0,4/6/2020 8:27,4/6/2020 8:27
79,01000,Kampung Dagang,Kangar,PLS,0,4/6/2020 8:27,4/6/2020 8:27
80,01000,Kampung Dasri,Kangar,PLS,0,4/6/2020 8:27,4/6/2020 8:27
81,01000,Kampung Datuk,Kangar,PLS,0,4/6/2020 8:27,4/6/2020 8:27
82,01000,Kampung Guar Syed Alwi,Kangar,PLS,0,4/6/2020 8:27,4/6/2020 8:27
83,01000,Kampung Guar Ujung Batu,Kangar,PLS,0,4/6/2020 8:27,4/6/2020 8:27
84,01000,Kampung Gunong,Kangar,PLS,0,4/6/2020 8:27,4/6/2020 8:27
